No,Bulan,Konsumen,Kode Produk,Nama Produk,Stock Ready,Jumlah Barang,Jlh barang,Harga,Jumlah Harga,,,
2193,2022-06,"PALOPAT FARMA, APT",IFR014,FARGETIX 500 MG KAPLET 100'S,20,10 BOX,10,"29,500","295,000",,,
2194,2022-06,"PALOPAT FARMA, APT",IFR023,FLOXIFAR 500 MG KAPLET 100's,25,10 BOX,10,"48,500","485,000",,,
2195,2022-06,"PALOPAT FARMA, APT",IFR027,HISTIGO KAPLET 50'S,45,30 BOX,30,"24,500","735,000",,,
2196,2022-06,"PALOPAT FARMA, APT",IFR034,NORVOM 10 MG KAPLET 100'S,45,30 BOX,30,"15,900","477,000",,,
2197,2022-06,"PALOPAT FARMA, APT",IFR052,LERZIN KAPSUL 50's,22,5 BOX,5,"19,600","98,000",,,
2198,2022-06,"PALOPAT FARMA, APT",IFR082,YUSIMOX KAPLET 500 MG 100'S,50,10 BOX,10,"52,000","520,000",,,
2199,2022-06,"PALOPAT FARMA, APT",IFR100,KADITIC 50 MG KAPLET 50'S,65,10 BOX,10,"13,600","136,000",,,
2200,2022-06,"PALOPAT FARMA, APT",IFR116,FLUNADIN KAPLET 100'S,80,15 BOX,15,"44,000","660,000",,,
2201,2022-06,"PALOPAT FARMA, APT",NPG024,PIROXICAM 20 MG TABLET 100's,877,15 BOX,15,"10,500","157,500",,,
2202,2022-06,"PALOPAT FARMA, APT",NPG053,LORATADINE 10 MG TABLET 100'S,146,5 BOX,5,"13,500","67,500",,,
2203,2022-06,"PALOPAT FARMA, APT",NPH019,NOVAGESIC KAPLET 100'S,10,10 BOX,10,"20,500","205,000",,,
2204,2022-06,"PALOPAT FARMA, APT",NPH022,NOVARON KAPLET 100'S,248,30 BOX,30,"21,000","630,000",,,
2205,2022-06,"PALOPAT FARMA, APT",NPH026,NOVAMOX 500 MG KAPLET 100's,435,100 BOX,100,"49,500","4,950,000",,,
2206,2022-06,"PALOPAT FARMA, APT",NPH069,PARAFEN KAPLET 100's,260,9 BOX,9,"22,500","202,500",,,
2207,2022-06,"PALOPAT FARMA, APT",RAM011,TERA F KAPLET 100's,133,5 BOX,5,"40,000","200,000",,,
2208,2022-06,"PALOPAT FARMA, APT",SMC020,SAMROX 20 (Piroxicam 20 mg) KAPSUL 100'S,30,15 BOX,15,"20,000","300,000",,,
2209,2022-06,"PALOPAT FARMA, APT",SOL003,SOLDEXTAM KAPLET 200'S,115,7 BOX,7,"28,050","196,350",,,
2210,2022-06,"PALOPAT FARMA, APT",TRM028,NEMIC 500 MG (Mefenamic Acid) KAPLET 100'S,728,10 BOX,10,"19,500","195,000",,,
2211,2022-06,"PALOPAT FARMA, APT",TRMG010,PREDNISON TABLET 5 MG 100'S (POT),"1,658",50 BOX,50,"7,600","380,000",,,
2212,2022-06,"PALOPAT FARMA, APT",YKT008,YEFAMOX 500 MG KAPLET 100's,284,75 BOX,75,"47,500","3,562,500",,,
2213,2022-06,"EKA JAYA, APT",DEF009,VITAMIN B COMPLEX TABLET 100'S,890,500 POT,500,"4,500","2,250,000",,,
2214,2022-06,"EKA JAYA, APT",NPG018,IBUPROFEN 400 MG TABLET 100'S,"1,350",264 BOX,264,"23,000","6,072,000",,,
2215,2022-06,"EKA JAYA, APT",NPG052,PIROXICAM 10 MG TABLET 100'S,680,136 BOX,136,"7,800","1,060,800",,,
2216,2022-06,"EKA JAYA, APT",NPH016,NOVADRYL SYRUP 60 ML,442,180 BTL,180,"3,600","648,000",,,
2217,2022-06,"EKA JAYA, APT",NPH021,NOVAGYL SYRUP 60 ML,270,180 BTL,180,"4,950","891,000",,,
2218,2022-06,"EKA JAYA, APT",RAM030,ERYRA FORTE TABLET 100's,321,50 BOX,50,"91,000","4,550,000",,,
2219,2022-06,"EKA JAYA, APT",TRM004,TRIMAKAL KAPLET 100'S,435,100 BOX,100,"13,000","1,300,000",,,
2220,2022-06,"EKA JAYA, APT",TRM028,NEMIC 500 MG (Mefenamic Acid) KAPLET 100'S,718,200 BOX,200,"19,500","3,900,000",,,
2221,2022-06,"ANDALAN FARMA, APOTEK",ERT001,ETABION KAPSUL 100'S,590,100 BOX,100,"21,500","2,150,000",,,
2222,2022-06,"ANDALAN FARMA, APOTEK",ERT021,ETAMOX 500 MG KAPLET 100'S,706,100 BOX,100,"53,750","5,375,000",,,
2223,2022-06,"ANDALAN FARMA, APOTEK",NPG018,IBUPROFEN 400 MG TABLET 100'S,"1,086",264 BOX,264,"23,000","6,072,000",,,
2224,2022-06,"ANDALAN FARMA, APOTEK",NPG040,AMBROXOL 30 MG TABLET 100'S,"6,525",816 BOX,816,"8,500","6,936,000",,,
2225,2022-06,"ANDALAN FARMA, APOTEK",NPG042,CEFADROXIL 125 MG DRY SYRUP 60 ML,"1,500",600 BTL,600,"5,600","3,360,000",,,
2226,2022-06,"ANDALAN FARMA, APOTEK",NPG052,PIROXICAM 10 MG TABLET 100'S,687,272 BOX,272,"7,800","2,121,600",,,
2227,2022-06,"ANDALAN FARMA, APOTEK",NPH003,NOVABIOTIC 500 MG KAPLET 100's,324,100 BOX,100,"58,000","5,800,000",,,
2228,2022-06,"ANDALAN FARMA, APOTEK",NPH006,NOVAGESIC SYRUP 60 ML,"1,320",600 BTL,600,"3,900","2,340,000",,,
2229,2022-06,"ANDALAN FARMA, APOTEK",NPH013,NOVAXICAM 20 MG KAPSUL 100's,924,200 BOX,200,"19,500","3,900,000",,,
2230,2022-06,"ANDALAN FARMA, APOTEK",NPH025,NOVACHLOR KAPSUL 100's,"1,206",100 BOX,100,"59,000","5,900,000",,,
2231,2022-06,"ANDALAN FARMA, APOTEK",NPH090,NOVAREN 50 (Diklofenac Sodium) TABLET 100'S,610,200 BOX,200,"15,000","3,000,000",,,
2232,2022-06,"ANDALAN FARMA, APOTEK",NPH091,NOVARON (Metamizole Sodium) KAPLET 100'S,"1,473","1,080 POT","1,080","17,500","18,900,000",,,
2233,2022-06,"ANDALAN FARMA, APOTEK",RAG015,CLINDAMYCIN HCl 300 MG KAPSUL 100'S,185,100 BOX,100,"90,000","9,000,000",,,
2234,2022-06,"ANDALAN FARMA, APOTEK",RAM001,CALORTUSIN KAPLET 100's,423,200 BOX,200,"41,000","8,200,000",,,
2235,2022-06,"ANDALAN FARMA, APOTEK",RAM011,TERA F KAPLET 100's,128,100 BOX,100,"40,000","4,000,000",,,
2236,2022-06,"ANDALAN FARMA, APOTEK",RAM030,ERYRA FORTE TABLET 100's,321,50 BOX,50,"91,000","4,550,000",,,
2237,2022-06,"ANDALAN FARMA, APOTEK",SMC018,SAMTACID TABLET 100'S,"1,155",130 BOX,130,"20,650","2,684,500",,,
2238,2022-06,"ANDALAN FARMA, APOTEK",TRM026,SEVOS 4 MG TABLET 100'S,652,150 BOX,150,"17,000","2,550,000",,,
2239,2022-06,"ANDALAN FARMA, APOTEK",TRM034,BIONCE KAPSUL 100'S,65,30 BOX,30,"18,000","540,000",,,
2240,2022-06,"ANDALAN FARMA, APOTEK",YKT001,PACETIK 500 MG KAPLET 100's,"2,000",100 BOX,100,"19,500","1,950,000",,,
2241,2022-06,"LAMSIHAR FARMA, APOTEK",AFI011,RESPROXOL (Ambroxol HCl 15 mg) SYRUP 60 ML,"1,815",400 BTL,400,"3,200","1,280,000",,,
2242,2022-06,"LAMSIHAR FARMA, APOTEK",CIB006,CITOVIPLEX KAPLET 100'S,32,10 BOX,10,"25,750","257,500",,,
2243,2022-06,"LAMSIHAR FARMA, APOTEK",DEF009,VITAMIN B COMPLEX TABLET 100'S,390,300 POT,300,"4,500","1,350,000",,,
2244,2022-06,"LAMSIHAR FARMA, APOTEK",DEF012,DECYCLIN KAPSUL 100'S,301,30 POT,30,"29,500","885,000",,,
2245,2022-06,"LAMSIHAR FARMA, APOTEK",DEF013,DEFAMOL KAPLET 100'S,975,300 POT,300,"15,250","4,575,000",,,
2246,2022-06,"LAMSIHAR FARMA, APOTEK",DEF015,DEFAMOL (Paracetamol 500 mg) KAPLET 100'S,318,200 BOX,200,"18,500","3,700,000",,,
2247,2022-06,"LAMSIHAR FARMA, APOTEK",DEF017,DEFALGIN (Metamizol Sodium) KAPLET 100'S,"1,210",200 POT,200,"17,000","3,400,000",,,
2248,2022-06,"LAMSIHAR FARMA, APOTEK",ERT020,ETAMOX 125 MG SUSPENSI 60 ML,"2,725",200 BTL,200,"4,800","960,000",,,
2249,2022-06,"LAMSIHAR FARMA, APOTEK",SOL004,SOLPENOX 125 MG SYRUP 60 ML,"1,098",180 BTL,180,"4,750","855,000",,,
2250,2022-06,"LAMSIHAR FARMA, APOTEK",SOL007,XICALOM 20 MG KAPLET 100's,250,15 BOX,15,"19,800","297,000",,,
2251,2022-06,"LAMSIHAR FARMA, APOTEK",SOL010,SOLPENOX (Amoxicillin) 500 MG KAPLET 100'S,68,30 BOX,30,"47,500","1,425,000",,,
2252,2022-06,"LAMSIHAR FARMA, APOTEK",SPD012,MIRASIC SYRUP 60 ML,284,150 BTL,150,"5,000","750,000",,,
2253,2022-06,"LAMSIHAR FARMA, APOTEK",TRM029,"VETASEN (GG, Dextromethorphan HBr, CTM) TABLET 100'S",50,20 BOX,20,"35,000","700,000",,,
2254,2022-06,"LAMSIHAR FARMA, APOTEK",TRM032,"MEFFU EKSPEKTORAN (Paracetamol, CTM, Phenyephrine HCl, GG) KAPLET 100'S",77,50 BOX,50,"32,500","1,625,000",,,
2255,2022-06,"LAMSIHAR FARMA, APOTEK",TRMG012,GUAIAFENESIN TABLET 100 MG 100'S (POT),"7,800",300 POT,300,"5,800","1,740,000",,,
2256,2022-06,"LAMSIHAR FARMA, APOTEK",YKT022,YEKAPRIM SYRUP 60 ML,"1,742",500 BTL,500,"3,850","1,925,000",,,
2257,2022-06,"LAMSIHAR FARMA, APOTEK",YKT027,CYROX KAPLET 100'S,166,20 BOX,20,"46,500","930,000",,,
2258,2022-06,"LAMSIHAR FARMA, APOTEK",YKT033,PACETIK 500 MG KAPLET 100's ( POT ),"2,000",200 POT,200,"15,500","3,100,000",,,
2259,2022-06,"IMAN, APTK",ERG020,MEFENAMIC ACID 500 MG KAPLET 100'S,"1,150",200 BOX,200,"20,000","4,000,000",,,
2260,2022-06,"IMAN, APTK",ERT021,ETAMOX 500 MG KAPLET 100'S,606,30 BOX,30,"53,750","1,612,500",,,
2261,2022-06,"IMAN, APTK",NPH015,NOVAFLOX 500 MG KAPLET 100's,"1,887",30 BOX,30,"46,000","1,380,000",,,
2262,2022-06,"IMAN, APTK",NPH022,NOVARON KAPLET 100'S,218,100 BOX,100,"21,000","2,100,000",,,
2263,2022-06,"IMAN, APTK",NPH090,NOVAREN 50 (Diklofenac Sodium) TABLET 100'S,410,30 BOX,30,"15,000","450,000",,,
2264,2022-06,"IMAN, APTK",RAM001,CALORTUSIN KAPLET 100's,223,50 BOX,50,"41,000","2,050,000",,,
2265,2022-06,"IMAN, APTK",SMC001,SAMCOBION KAPSUL 100's,"1,633",30 BOX,30,"17,750","532,500",,,
2266,2022-06,"IMAN, APTK",TRMG002,ALLOPURINOL 100 MG TABLET 100'S,298,100 BOX,100,"14,500","1,450,000",,,
2267,2022-06,"IMAN, APTK",TRMG010,PREDNISON TABLET 5 MG 100'S (POT),"1,608",200 POT,200,"7,600","1,520,000",,,
2268,2022-06,"IMAN, APTK",TRMG011,CHLORPHENAMINE MALEAT TABLET 4 MG 100'S (POT),"3,614",200 POT,200,"6,750","1,350,000",,,
2269,2022-06,"IMAN, APTK",YKT003,TRIADENE 20 MG TABLET 100's,258,100 BOX,100,"18,500","1,850,000",,,
2270,2022-06,"IMAN, APTK",YKT022,YEKAPRIM SYRUP 60 ML,"1,242",100 BTL,100,"3,850","385,000",,,
2271,2022-06,"IMAN, APTK",YKT034,LOPURIC (Allupurinol 100 mg) TABLET 100'S,345,100 BOX,100,"21,000","2,100,000",,,
2272,2022-06,"MELATI, APTK",DEF012,DECYCLIN KAPSUL 100'S,271,200 POT,200,"29,500","5,900,000",,,
2273,2022-06,"MELATI, APTK",ERG020,MEFENAMIC ACID 500 MG KAPLET 100'S,950,100 BOX,100,"20,000","2,000,000",,,
2274,2022-06,"MELATI, APTK",ERT017,ETAGEMYCETIN 250 MG KAPSUL 100'S,607,100 BOX,100,"54,750","5,475,000",,,
2275,2022-06,"MELATI, APTK",ERT021,ETAMOX 500 MG KAPLET 100'S,576,100 BOX,100,"53,750","5,375,000",,,
2276,2022-06,"MELATI, APTK",NPG054,MELOXICAM 15 MG TABLET 100'S,483,136 BOX,136,"21,000","2,856,000",,,
2277,2022-06,"MELATI, APTK",NPH009,NOVAMAG TABLET 100's,264,132 BOX,132,"17,500","2,310,000",,,
2278,2022-06,"MELATI, APTK",SMC022,OBAT GIGI CAP BURUNG KAKAK TUA 2 ML,248,72 BTL,72,"11,770","847,440",,,
2279,2022-06,"MELATI, APTK",SOL003,SOLDEXTAM KAPLET 200'S,108,100 BOX,100,"28,050","2,805,000",,,
2280,2022-06,"MELATI, APTK",TRM004,TRIMAKAL KAPLET 100'S,335,100 BOX,100,"13,000","1,300,000",,,
2281,2022-06,"MELATI, APTK",YKT033,PACETIK 500 MG KAPLET 100's ( POT ),"2,000",300 POT,300,"15,500","4,650,000",,,
2282,2022-06,"MELATI, APTK",ZNT033,ZELONA TABLET 100'S,"1,584",60 BOX,60,"21,750","1,305,000",,,
2283,2022-07,"JUARA, APOTEK",AFI012,AFIBRAMOL (Paracetamol  60mg) DROPS (Rasa Strawberry) 15 ML,27,3 BTL,3,"8,150","24,450",,,
2284,2022-07,"JUARA, APOTEK",ERG005,COTRIMOXAZOLE 480 MG KAPLET 100'S,45,1 BOX,1,"22,250","22,250",,,
2285,2022-07,"JUARA, APOTEK",ERG007,PARACETAMOL 500 MG KAPLET 100'S,296,2 BOX,2,"15,500","31,000",,,
2286,2022-07,"JUARA, APOTEK",MLX007,"ALPARA 15 Catch Cover @1 strip @10 Kaplet (Paracetamol,Phenylpropanolamine HCI,Chlorphenami",20,3 BOX,3,"122,100","366,300",,,
2287,2022-07,"JUARA, APOTEK",NPG008,CIMETIDINE 200 MG TABLET 100's,8,1 BOX,1,"36,000","36,000",,,
2288,2022-07,"JUARA, APOTEK",NPG011,METRONIDAZOLE 500 MG TABLET 100's,258,3 BOX,3,"16,500","49,500",,,
2289,2022-07,"JUARA, APOTEK",NPG017,KETOKONAZOLE 200 MG TABLET 50'S,760,1 BOX,1,"23,000","23,000",,,
2290,2022-07,"JUARA, APOTEK",NPG053,LORATADINE 10 MG TABLET 100'S,141,1 BOX,1,"13,500","13,500",,,
2291,2022-07,"JUARA, APOTEK",NPH041,NOVACYCLINE 250 MG KAPSUL 500's,27,1 BOX,1,"265,000","265,000",,,
2292,2022-07,"JUARA, APOTEK",RAG015,CLINDAMYCIN HCl 300 MG KAPSUL 100'S,85,1 BOX,1,"90,000","90,000",,,
2293,2022-07,"JUARA, APOTEK",TRMG003,PREDNISON 5 MG TABLET 100'S,427,1 BOX,1,"12,500","12,500",,,
2294,2022-07,"JUARA, APOTEK",YKT037,YEKAFLAM (Diklofenac Potasium) 50 MG TABLET 100'S,54,2 BOX,2,"17,750","35,500",,,
2295,2022-07,"JADI FARMA, APOTEK",AFI003,COLDY'S JR (Ibuprofen 100mg) SUSPENSI 60 ML,350,100 BTL,100,"3,900","390,000",,,
2296,2022-07,"JADI FARMA, APOTEK",AFI011,RESPROXOL (Ambroxol HCl 15 mg) SYRUP 60 ML,"1,815",200 BTL,200,"3,200","640,000",,,
2297,2022-07,"JADI FARMA, APOTEK",AFI016,MIMI BALM 10 GR,15,12 TUBE,12 ,"20,000","240,000",,,
2298,2022-07,"JADI FARMA, APOTEK",AFI017,ALIVE MOMMA (As. Folat 400 mcg) TABLET 100'S,20,5 BOX,5,"11,500","57,500",,,
2299,2022-07,"JADI FARMA, APOTEK",AFI020,"SALEP 2-4 (As. salisilat, sulfur praecipitatum) 15 GR POT/10'S",170,60 POT,60,"3,350","201,000",,,
2300,2022-07,"JADI FARMA, APOTEK",ERG003,CAPTOPRIL 25 MG TABLET 100'S,"2,239",20 BOX,20,"7,500","150,000",,,
2301,2022-07,"JADI FARMA, APOTEK",ERG015,OMEPRAZOLE KAPSUL 20 MG 30'S,"5,030",100 BOX,100,"7,600","760,000",,,
2302,2022-07,"JADI FARMA, APOTEK",ERT009,ETADRYL EXPECTORANT SYRUP 60 ML,965,62 BTL,62,"3,400","210,800",,,
2303,2022-07,"JADI FARMA, APOTEK",ERT010,ETAFEN 400 MG TABLET 100'S,"1,278",20 BOX,20,"25,000","500,000",,,
2304,2022-07,"JADI FARMA, APOTEK",ERT020,ETAMOX 125 MG SUSPENSI 60 ML,"2,525",50 BTL,50,"4,800","240,000",,,
2305,2022-07,"JADI FARMA, APOTEK",ERT028,ETAFEN SYRUP 60 ML,"2,506",50 BTL,50,"4,400","220,000",,,
2306,2022-07,"JADI FARMA, APOTEK",FMP010,FIMEDIAB (Glibenclamide 5 mg) KAPLET 100'S,35,20 BOX,20,"14,000","280,000",,,
2307,2022-07,"JADI FARMA, APOTEK",FMP011,MOMILEN NURSING CREAM 15 GR,28,10 TUBE,10 ,"24,650","246,500",,,
2308,2022-07,"JADI FARMA, APOTEK",IFR016,FARSIFEN 200 MG KAPLET 100'S,15,1 BOX,1,"22,250","22,250",,,
2309,2022-07,"JADI FARMA, APOTEK",MLX008,"MOLEXFLU SYRUP 60 ml ( Paracetamol,Phenylpropanolamine HCI,Chlorphenamine Maleate",230,60 BTL,60,"8,658","519,480",,,
2310,2022-07,"JADI FARMA, APOTEK",MLX010,MOLAPECT(Ambroxol HCI)15 mg/5 ml Syr 60 ml,134,12 BTL,12,"5,950","71,400",,,
2311,2022-07,"JADI FARMA, APOTEK",MLX014,"KLORFESON CREAM 10 gram (chloramphenicol,prednisolone)",250,48 TUBE,48 ,"5,100","244,800",,,
2312,2022-07,"JADI FARMA, APOTEK",YKT036,"YEKAGRIP (Paracetamol, GG, CTM, Phenylpropanolamin HCl) SYRUP 60 ML","1,115",100 BTL,100,"5,600","560,000",,,
2313,2022-07,"GABE FAMILY, APOTEK",DEF016,DEFACAL (Calcium Laktate) KAPLET 250'S,68,10 POT,10,"14,750","147,500",,,
2314,2022-07,"GABE FAMILY, APOTEK",ERT001,ETABION KAPSUL 100'S,490,10 BOX,10,"21,500","215,000",,,
2315,2022-07,"GABE FAMILY, APOTEK",ERT022,ETAMOXUL KAPLET 100'S,852,6 BOX,6,"22,750","136,500",,,
2316,2022-07,"GABE FAMILY, APOTEK",ERT023,ETAMOXUL SYRUP 60 ML,"1,412",100 BTL,100,"4,000","400,000",,,
2317,2022-07,"GABE FAMILY, APOTEK",NPH008,NOVAKAL 500 MG KAPLET 100's,485,10 BOX,10,"12,500","125,000",,,
2318,2022-07,"GABE FAMILY, APOTEK",NPH012,NOVATRIM SYRUP 60 ML,"3,087",110 BTL,110,"4,100","451,000",,,
2319,2022-07,"GABE FAMILY, APOTEK",NPH015,NOVAFLOX 500 MG KAPLET 100's,"1,857",6 BOX,6,"46,000","276,000",,,
2320,2022-07,"GABE FAMILY, APOTEK",NPH023,NOVAMAG SYRUP 60 ML,"3,364",60 BTL,60,"4,800","288,000",,,
2321,2022-07,"GABE FAMILY, APOTEK",NPH026,NOVAMOX 500 MG KAPLET 100's,335,6 BOX,6,"49,500","297,000",,,
2322,2022-07,"GABE FAMILY, APOTEK",NPH029,NOVADIUM TABLET 100's,353,10 BOX,10,"11,000","110,000",,,
2323,2022-07,"GABE FAMILY, APOTEK",NPH083,GRICIN 125 MG TABLET 100's,714,6 BOX,6,"32,500","195,000",,,
2324,2022-07,"MUTIARA JEUMPA, APTK",ERG020,MEFENAMIC ACID 500 MG KAPLET 100'S,850,100 BOX,100,"20,000","2,000,000",,,
2325,2022-07,"MUTIARA JEUMPA, APTK",FMP011,MOMILEN NURSING CREAM 15 GR,30,20 TUBE,20 ,"24,650","493,000",,,
2326,2022-07,"MUTIARA JEUMPA, APTK",IFR021,FAXIDEN 20 MG KAPLET 100'S,140,48 BOX,48,"19,950","957,600",,,
2327,2022-07,"MUTIARA JEUMPA, APTK",NPG024,PIROXICAM 20 MG TABLET 100's,862,272 BOX,272,"10,500","2,856,000",,,
2328,2022-07,"MUTIARA JEUMPA, APTK",NPG032,GUAIFENESIN TABLET  100'S,338,136 BOX,136,"7,700","1,047,200",,,
2329,2022-07,"MUTIARA JEUMPA, APTK",NPH012,NOVATRIM SYRUP 60 ML,"2,977",180 BTL,180,"4,100","738,000",,,
2330,2022-07,"MUTIARA JEUMPA, APTK",SOL004,SOLPENOX 125 MG SYRUP 60 ML,918,180 BTL,180,"4,750","855,000",,,
2331,2022-07,"MUTIARA JEUMPA, APTK",TRMG012,GUAIAFENESIN TABLET 100 MG 100'S (POT),"7,800",500  POT,500 ,"5,800","2,900,000",,,
2332,2022-07,"MUBAROQAH, APOTEK",ERG003,CAPTOPRIL 25 MG TABLET 100'S,"2,219",100 BOX,100,"7,500","750,000",,,
2333,2022-07,"MUBAROQAH, APOTEK",NPG054,MELOXICAM 15 MG TABLET 100'S,347,50 BOX,50,"21,000","1,050,000",,,
2334,2022-07,"MUBAROQAH, APOTEK",NPH003,NOVABIOTIC 500 MG KAPLET 100's,324,15 BOX,15,"58,000","870,000",,,
2335,2022-07,"MUBAROQAH, APOTEK",NPH015,NOVAFLOX 500 MG KAPLET 100's,"1,851",50 BOX,50,"46,000","2,300,000",,,
2336,2022-07,"MUBAROQAH, APOTEK",RAM005,ERYRA SYRUP 60 ML,"1,050",50 BTL,50,"13,500","675,000",,,
2337,2022-07,"MUBAROQAH, APOTEK",SMC001,SAMCOBION KAPSUL 100's,"1,603",50 BOX,50,"17,750","887,500",,,
2338,2022-07,"MUBAROQAH, APOTEK",SMC022,OBAT GIGI CAP BURUNG KAKAK TUA 2 ML,176,120 BTL,120,"11,770","1,412,400",,,
2339,2022-07,"MUBAROQAH, APOTEK",SOL002,ORPHEN 4 MG KAPLET 200'S,305,60 BOX,60,"14,000","840,000",,,
2340,2022-07,"MUBAROQAH, APOTEK",SOL010,SOLPENOX (Amoxicillin) 500 MG KAPLET 100'S,38,60 BOX,60,"47,500","2,850,000",,,
2341,2022-07,"MUBAROQAH, APOTEK",TRM003,"TRIDEXON 0,5 MG KAPLET 100'S (POT)","3,785",500 POT,500,"3,700","1,850,000",,,
2342,2022-07,"MUBAROQAH, APOTEK",TRM022,LIVTEZIN 10 (Cetirizine HCl 10 mg) KAPLET 100'S,150,50 BOX,50,"12,000","600,000",,,
2343,2022-07,"MUBAROQAH, APOTEK",TRMG009,ANTASIDA DOEN TABLET 100'S,"2,289",200 BOX,200,"7,800","1,560,000",,,
2344,2022-07,"MUBAROQAH, APOTEK",YKT001,PACETIK 500 MG KAPLET 100's,"2,000",150 BOX,150,"19,500","2,925,000",,,
2345,2022-07,"MUBAROQAH, APOTEK",YKT008,YEFAMOX 500 MG KAPLET 100's,209,75 BOX,75,"47,500","3,562,500",,,
2346,2022-07,APOTEK MITRA,AFI011,RESPROXOL (Ambroxol HCl 15 mg) SYRUP 60 ML,"1,815",200 BTL,200,"3,200","640,000",,,
2347,2022-07,APOTEK MITRA,DEF012,DECYCLIN KAPSUL 100'S,71,30 POT,30,"29,500","885,000",,,
2348,2022-07,APOTEK MITRA,ERG003,CAPTOPRIL 25 MG TABLET 100'S,"2,119",20 BOX,20,"7,500","150,000",,,
2349,2022-07,APOTEK MITRA,ERG005,COTRIMOXAZOLE 480 MG KAPLET 100'S,44,30 BOX,30,"22,250","667,500",,,
2350,2022-07,APOTEK MITRA,ERG020,MEFENAMIC ACID 500 MG KAPLET 100'S,750,30 BOX,30,"20,000","600,000",,,
2351,2022-07,APOTEK MITRA,IFR013,ELTAZON KAPLET 100'S/BLISTER,47,30 BOX,30,"15,750","472,500",,,
2352,2022-07,APOTEK MITRA,IFR102,YUSIMOX FORTE SYRUP 60 ML,500,300 BTL,300,"5,200","1,560,000",,,
2353,2022-07,APOTEK MITRA,MLX010,MOLAPECT(Ambroxol HCI)15 mg/5 ml Syr 60 ml,122,60 BTL,60,"5,950","357,000",,,
2354,2022-07,APOTEK MITRA,MLX013,MOLADERM CREAM 10 gram (miconazole nitrate),118,60 TUBE,60 ,"4,950","297,000",,,
2355,2022-07,APOTEK MITRA,NPG040,AMBROXOL 30 MG TABLET 100'S,"5,709",272 BOX,272,"8,500","2,312,000",,,
2356,2022-07,APOTEK MITRA,NPH008,NOVAKAL 500 MG KAPLET 100's,475,50 BOX,50,"12,500","625,000",,,
2357,2022-07,APOTEK MITRA,NPH015,NOVAFLOX 500 MG KAPLET 100's,"1,801",20 BOX,20,"46,000","920,000",,,
2358,2022-07,APOTEK MITRA,NPH037,VADROL 4 MG TABLET 100'S,359,50 BOX,50,"31,000","1,550,000",,,
2359,2022-07,APOTEK MITRA,NPH052,NOVACHLOR KAPSUL 100'S ( pot ),62,50 POT,50,"51,000","2,550,000",,,
2360,2022-07,APOTEK MITRA,RAG015,CLINDAMYCIN HCl 300 MG KAPSUL 100'S,84,20 BOX,20,"90,000","1,800,000",,,
2361,2022-07,APOTEK MITRA,RAM005,ERYRA SYRUP 60 ML,"1,050",50 BTL,50,"13,500","675,000",,,
2362,2022-07,APOTEK MITRA,SMC001,SAMCOBION KAPSUL 100's,"1,553",12 BOX,12,"17,750","213,000",,,
2363,2022-07,APOTEK MITRA,SMC019,"SAMCODIN (Dextromethorpan HBr, GG, CTM) TABLET 100'S",177,10 BOX,10,"47,000","470,000",,,
2364,2022-07,APOTEK MITRA,SMC025,SAMMOXIN FORTE KAPLET (Amoxicillin 500 mg) 100'S,525,20 BOX,20,"46,000","920,000",,,
2365,2022-07,APOTEK MITRA,SOL004,SOLPENOX 125 MG SYRUP 60 ML,738,120 BTL,120,"4,750","570,000",,,
2366,2022-07,APOTEK MITRA,TRM023,"DEXDE (Dexamethason 0.5mg, dex-ctm 2mg) TABLET 100'S",70,30 BOX,30,"13,500","405,000",,,
2367,2022-07,APOTEK MITRA,ZNT039,COLDREXIN SYRUP 60 ML,512,96 BTL,96,"6,200","595,200",,,
2368,2022-08,"SURYA PERINTIS, APOTEK",DEF012,DECYCLIN KAPSUL 100'S,392,200 POT,200,"29,500","5,900,000",,,
2369,2022-08,"SURYA PERINTIS, APOTEK",DEF013,DEFAMOL KAPLET 100'S,675,"1,000 POT","1,000","15,250","15,250,000",,,
2370,2022-08,"SURYA PERINTIS, APOTEK",ERT010,ETAFEN 400 MG TABLET 100'S,"1,258",10 BOX,10,"25,000","250,000",,,
2371,2022-08,"SURYA PERINTIS, APOTEK",ERT017,ETAGEMYCETIN 250 MG KAPSUL 100'S,507,10 BOX,10,"54,750","547,500",,,
2372,2022-08,"SURYA PERINTIS, APOTEK",NPG024,PIROXICAM 20 MG TABLET 100's,590,30 BOX,30,"10,500","315,000",,,
2373,2022-08,"SURYA PERINTIS, APOTEK",NPH008,NOVAKAL 500 MG KAPLET 100's,425,20 BOX,20,"12,500","250,000",,,
2374,2022-08,"SURYA PERINTIS, APOTEK",NPH012,NOVATRIM SYRUP 60 ML,"2,797",120 BTL,120,"4,100","492,000",,,
2375,2022-08,"SURYA PERINTIS, APOTEK",NPH013,NOVAXICAM 20 MG KAPSUL 100's,904,20 BOX,20,"19,500","390,000",,,
2376,2022-08,"SURYA PERINTIS, APOTEK",NPH025,NOVACHLOR KAPSUL 100's,"1,106",10 BOX,10,"59,000","590,000",,,
2377,2022-08,"SURYA PERINTIS, APOTEK",NPH043,ROSIDON 10 MG TABLET 100's,787,20 BOX,20,"18,000","360,000",,,
2378,2022-08,"SURYA PERINTIS, APOTEK",SMC025,SAMMOXIN FORTE KAPLET (Amoxicillin 500 mg) 100'S,505,100 BOX,100,"46,000","4,600,000",,,
